target_set,shape_id,readable_shape,step,classification,nca_seed,accuracy,majority_vote,seed,classification_vx,majority_vote_vx
4,4,1111-1111-1000,40,0;0;4-0;1;4-1;1;4-2;1;4-3;1;4-0;2;4-1;2;4-2;2;4-3;2;4,2,1.0,4,5,2.1179244552334704,2.1179244552334704
4,5,11111-11111,40,0;0;5-1;0;5-2;0;5-3;0;5-4;0;5-0;1;5-1;1;5-2;1;5-3;1;5-4;1;5,2,1.0,5,1,0.8203586789103361,0.8203586789103361
4,5,11111-11111,40,0;0;5-1;0;5-2;0;5-3;0;5-4;0;5-0;1;5-1;1;5-2;1;5-3;1;5-4;1;5,2,1.0,5,2,1.6665514478278176,1.6665514478278176
4,5,11111-11111,40,0;0;5-1;0;5-2;0;5-3;0;5-4;0;5-0;1;5-1;1;5-2;1;5-3;1;5-4;1;5,2,1.0,5,3,1.9333288140805736,1.9333288140805736
4,5,11111-11111,40,0;0;5-1;0;5-2;0;5-3;0;5-4;0;5-0;1;5-1;1;5-2;1;5-3;1;5-4;1;5,2,1.0,5,4,0.981348190674528,0.981348190674528
4,5,11111-11111,40,0;0;5-1;0;5-2;0;5-3;0;5-4;0;5-0;1;5-1;1;5-2;1;5-3;1;5-4;1;5,2,1.0,5,5,0.7563423485350818,0.7563423485350818
4,6,01111-11111,40,0;0;6-1;0;6-2;0;6-3;0;6-4;0;6-1;1;6-2;1;6-3;1;6-4;1;6,2,1.0,6,1,2.05708663533497,2.05708663533497
4,6,01111-11111,40,0;0;6-1;0;6-2;0;6-3;0;6-4;0;6-1;1;6-2;1;6-3;1;6-4;1;6,2,1.0,6,2,0.7458673285081605,0.7458673285081605
4,6,01111-11111,40,0;0;6-1;0;6-2;0;6-3;0;6-4;0;6-1;1;6-2;1;6-3;1;6-4;1;6,2,1.0,6,3,0.23583249261152742,0.23583249261152742
4,6,01111-11111,40,0;0;6-1;0;6-2;0;6-3;0;6-4;0;6-1;1;6-2;1;6-3;1;6-4;1;6,2,1.0,6,4,0.8404651638197298,0.8404651638197298
4,6,01111-11111,40,0;0;6-1;0;6-2;0;6-3;0;6-4;0;6-1;1;6-2;1;6-3;1;6-4;1;6,2,1.0,6,5,1.5582176971956476,1.5582176971956476
4,7,11110-11111,40,0;0;7-1;0;7-2;0;7-3;0;7-4;0;7-0;1;7-1;1;7-2;1;7-3;1;7,2,1.0,7,1,1.9903932210257247,1.9903932210257247
4,7,11110-11111,40,0;0;7-1;0;7-2;0;7-3;0;7-4;0;7-0;1;7-1;1;7-2;1;7-3;1;7,2,1.0,7,2,1.104293681937317,1.104293681937317
4,7,11110-11111,40,0;0;7-1;0;7-2;0;7-3;0;7-4;0;7-0;1;7-1;1;7-2;1;7-3;1;7,2,1.0,7,3,0.508609170313546,0.508609170313546
4,7,11110-11111,40,0;0;7-1;0;7-2;0;7-3;0;7-4;0;7-0;1;7-1;1;7-2;1;7-3;1;7,2,1.0,7,4,1.6513747902900728,1.6513747902900728
4,7,11110-11111,40,0;0;7-1;0;7-2;0;7-3;0;7-4;0;7-0;1;7-1;1;7-2;1;7-3;1;7,2,1.0,7,5,1.6278197729024952,1.6278197729024952
4,8,11111-01111,40,1;0;5-2;0;5-3;0;5-4;0;8-0;1;8-1;1;5-2;1;5-3;1;5-4;1;5,2,0.2222222222222222,5,1,-0.029604961983730686,0.08685083151363218
4,8,11111-01111,40,1;0;5-2;0;5-3;0;5-4;0;8-0;1;8-1;1;5-2;1;5-3;1;5-4;1;5,2,0.2222222222222222,5,2,-0.032921781370549505,1.0953692737402008
4,8,11111-01111,40,1;0;5-2;0;5-3;0;5-4;0;8-0;1;8-1;1;5-2;1;5-3;1;5-4;1;5,2,0.2222222222222222,5,3,0.1547202691940108,0.4189277064379924
4,8,11111-01111,40,1;0;5-2;0;5-3;0;5-4;0;8-0;1;8-1;1;5-2;1;5-3;1;5-4;1;5,2,0.2222222222222222,5,4,0.0525052388271706,0.70819491228108
4,8,11111-01111,40,1;0;5-2;0;5-3;0;5-4;0;8-0;1;8-1;1;5-2;1;5-3;1;5-4;1;5,2,0.2222222222222222,5,5,-0.023402221566486005,0.6640477204569238
4,9,11111-11110,40,0;0;9-1;0;9-2;0;9-3;0;9-0;1;9-1;1;9-2;1;9-3;1;9-4;1;9,2,1.0,9,1,0.9359161422918426,0.9359161422918426
4,9,11111-11110,40,0;0;9-1;0;9-2;0;9-3;0;9-0;1;9-1;1;9-2;1;9-3;1;9-4;1;9,2,1.0,9,2,0.7852327810157965,0.7852327810157965
4,9,11111-11110,40,0;0;9-1;0;9-2;0;9-3;0;9-0;1;9-1;1;9-2;1;9-3;1;9-4;1;9,2,1.0,9,3,1.201684739314994,1.201684739314994
4,9,11111-11110,40,0;0;9-1;0;9-2;0;9-3;0;9-0;1;9-1;1;9-2;1;9-3;1;9-4;1;9,2,1.0,9,4,1.1247928020685385,1.1247928020685385
4,9,11111-11110,40,0;0;9-1;0;9-2;0;9-3;0;9-0;1;9-1;1;9-2;1;9-3;1;9-4;1;9,2,1.0,9,5,1.397905498508705,1.397905498508705
4,10,1111111-1010101,40,0;0;10-2;0;10-4;0;10-6;0;10-0;1;10-1;1;10-2;1;10-3;1;10-4;1;10-5;1;10-6;1;10,2,1.0,10,1,1.8447792354991328,1.8447792354991328
4,10,1111111-1010101,40,0;0;10-2;0;10-4;0;10-6;0;10-0;1;10-1;1;10-2;1;10-3;1;10-4;1;10-5;1;10-6;1;10,2,1.0,10,2,1.6754072888600566,1.6754072888600566
4,10,1111111-1010101,40,0;0;10-2;0;10-4;0;10-6;0;10-0;1;10-1;1;10-2;1;10-3;1;10-4;1;10-5;1;10-6;1;10,2,1.0,10,3,1.8163143609542265,1.8163143609542265
4,10,1111111-1010101,40,0;0;10-2;0;10-4;0;10-6;0;10-0;1;10-1;1;10-2;1;10-3;1;10-4;1;10-5;1;10-6;1;10,2,1.0,10,4,2.0402809165026605,2.0402809165026605
4,10,1111111-1010101,40,0;0;10-2;0;10-4;0;10-6;0;10-0;1;10-1;1;10-2;1;10-3;1;10-4;1;10-5;1;10-6;1;10,2,1.0,10,5,0.9958888399089895,0.9958888399089895
4,11,1111111-0010101,40,2;0;11-4;0;11-6;0;11-0;1;11-1;1;11-2;1;11-3;1;11-4;1;11-5;1;11-6;1;11,2,1.0,11,1,1.2174658936252334,1.2174658936252334
4,11,1111111-0010101,40,2;0;11-4;0;11-6;0;11-0;1;11-1;1;11-2;1;11-3;1;11-4;1;11-5;1;11-6;1;11,2,1.0,11,2,0.7455064013142961,0.7455064013142961
4,11,1111111-0010101,40,2;0;11-4;0;11-6;0;11-0;1;11-1;1;11-2;1;11-3;1;11-4;1;11-5;1;11-6;1;11,2,1.0,11,3,1.905679332648997,1.905679332648997
4,11,1111111-0010101,40,2;0;11-4;0;11-6;0;11-0;1;11-1;1;11-2;1;11-3;1;11-4;1;11-5;1;11-6;1;11,2,1.0,11,4,0.8509025202085505,0.8509025202085505
4,11,1111111-0010101,40,2;0;11-4;0;11-6;0;11-0;1;11-1;1;11-2;1;11-3;1;11-4;1;11-5;1;11-6;1;11,2,1.0,11,5,1.6927397506389121,1.6927397506389121
4,12,1111111-1010100,40,0;0;12-2;0;12-4;0;12-0;1;12-1;1;12-2;1;12-3;1;12-4;1;12-5;1;12-6;1;12,2,1.0,12,1,0.9726358668571534,0.9726358668571534
4,12,1111111-1010100,40,0;0;12-2;0;12-4;0;12-0;1;12-1;1;12-2;1;12-3;1;12-4;1;12-5;1;12-6;1;12,2,1.0,12,2,1.919127789510287,1.919127789510287
4,12,1111111-1010100,40,0;0;12-2;0;12-4;0;12-0;1;12-1;1;12-2;1;12-3;1;12-4;1;12-5;1;12-6;1;12,2,1.0,12,3,1.0443915916217132,1.0443915916217132
4,12,1111111-1010100,40,0;0;12-2;0;12-4;0;12-0;1;12-1;1;12-2;1;12-3;1;12-4;1;12-5;1;12-6;1;12,2,1.0,12,4,1.1578877153759752,1.1578877153759752
4,12,1111111-1010100,40,0;0;12-2;0;12-4;0;12-0;1;12-1;1;12-2;1;12-3;1;12-4;1;12-5;1;12-6;1;12,2,1.0,12,5,1.25040801676374,1.25040801676374
4,13,1111111-1000101,40,0;0;14-4;0;14-6;0;14-0;1;14-1;1;14-2;1;14-3;1;14-4;1;14-5;1;14-6;1;14,2,0.0,14,1,0.7480954371230867,0.7480954371230867
4,13,1111111-1000101,40,0;0;14-4;0;14-6;0;14-0;1;14-1;1;14-2;1;14-3;1;14-4;1;14-5;1;14-6;1;14,2,0.0,14,2,0.5927174763429833,0.5927174763429833
4,13,1111111-1000101,40,0;0;14-4;0;14-6;0;14-0;1;14-1;1;14-2;1;14-3;1;14-4;1;14-5;1;14-6;1;14,2,0.0,14,3,0.6044412203394923,0.6044412203394923
4,13,1111111-1000101,40,0;0;14-4;0;14-6;0;14-0;1;14-1;1;14-2;1;14-3;1;14-4;1;14-5;1;14-6;1;14,2,0.0,14,4,0.3124074706069613,0.3124074706069613
4,13,1111111-1000101,40,0;0;14-4;0;14-6;0;14-0;1;14-1;1;14-2;1;14-3;1;14-4;1;14-5;1;14-6;1;14,2,0.0,14,5,0.6367247046669405,0.6367247046669405
4,14,1111111-1010001,40,0;0;14-2;0;14-6;0;14-0;1;14-1;1;14-2;1;14-3;1;14-4;1;14-5;1;14-6;1;14,2,1.0,14,1,0.8512077216786176,0.8512077216786176
4,14,1111111-1010001,40,0;0;14-2;0;14-6;0;14-0;1;14-1;1;14-2;1;14-3;1;14-4;1;14-5;1;14-6;1;14,2,1.0,14,2,1.6848345619064018,1.6848345619064018
4,14,1111111-1010001,40,0;0;14-2;0;14-6;0;14-0;1;14-1;1;14-2;1;14-3;1;14-4;1;14-5;1;14-6;1;14,2,1.0,14,3,1.5917241535471112,1.5917241535471112
4,14,1111111-1010001,40,0;0;14-2;0;14-6;0;14-0;1;14-1;1;14-2;1;14-3;1;14-4;1;14-5;1;14-6;1;14,2,1.0,14,4,1.0167927838462776,1.0167927838462776
4,14,1111111-1010001,40,0;0;14-2;0;14-6;0;14-0;1;14-1;1;14-2;1;14-3;1;14-4;1;14-5;1;14-6;1;14,2,1.0,14,5,1.7387368455424668,1.7387368455424668
4,15,1111-1001,40,0;0;14-3;0;14-0;1;14-1;1;36-2;1;36-3;1;14,2,0.0,14,1,0.004212105037331071,0.07347017125619884
4,15,1111-1001,40,0;0;14-3;0;14-0;1;14-1;1;36-2;1;36-3;1;14,2,0.0,14,2,-0.027403987558695452,0.6745938799410788
4,15,1111-1001,40,0;0;14-3;0;14-0;1;14-1;1;36-2;1;36-3;1;14,2,0.0,14,3,-0.030659613185096486,1.3359181051208258
4,15,1111-1001,40,0;0;14-3;0;14-0;1;14-1;1;36-2;1;36-3;1;14,2,0.0,14,4,0.003377478916690464,0.08479338047083723
4,15,1111-1001,40,0;0;14-3;0;14-0;1;14-1;1;36-2;1;36-3;1;14,2,0.0,14,5,0.9412971587765827,0.04398564049370425
4,16,1111-0001,40,3;0;36-0;1;36-1;1;18-2;1;18-3;1;6,2,0.0,18,1,0.7103279452545825,0.24032325766695267
4,16,1111-0001,40,3;0;36-0;1;36-1;1;18-2;1;18-3;1;6,2,0.0,18,2,0.5077542136474883,0.12093135862293428
4,16,1111-0001,40,3;0;36-0;1;36-1;1;18-2;1;18-3;1;6,2,0.0,18,3,0.07120715551380533,0.0017802547773128684
4,16,1111-0001,40,3;0;36-0;1;36-1;1;18-2;1;18-3;1;6,2,0.0,18,4,0.004683544619322558,0.22879805386003527
4,16,1111-0001,40,3;0;36-0;1;36-1;1;18-2;1;18-3;1;6,2,0.0,18,5,0.0011376499968652988,0.1599426505858748
4,17,1111-1000,40,0;0;36-0;1;36-1;1;35-2;1;36-3;1;36,2,0.0,36,1,0.016802455673192124,0.004122673421961486
4,17,1111-1000,40,0;0;36-0;1;36-1;1;35-2;1;36-3;1;36,2,0.0,36,2,-0.020342251834820493,-0.020981866653473877
4,17,1111-1000,40,0;0;36-0;1;36-1;1;35-2;1;36-3;1;36,2,0.0,36,3,0.01181106670210756,-0.028921809757849866
4,17,1111-1000,40,0;0;36-0;1;36-1;1;35-2;1;36-3;1;36,2,0.0,36,4,-0.014548582173471448,-0.020609245164335075
4,17,1111-1000,40,0;0;36-0;1;36-1;1;35-2;1;36-3;1;36,2,0.0,36,5,-0.020153383731635787,-0.014766349585096558
4,18,1111,40,0;0;18-1;0;18-2;0;18-3;0;18,2,1.0,18,1,0.618152967902345,0.618152967902345
4,18,1111,40,0;0;18-1;0;18-2;0;18-3;0;18,2,1.0,18,2,0.6607999140734201,0.6607999140734201
4,18,1111,40,0;0;18-1;0;18-2;0;18-3;0;18,2,1.0,18,3,0.23022832021382703,0.23022832021382703
4,18,1111,40,0;0;18-1;0;18-2;0;18-3;0;18,2,1.0,18,4,0.6401784294755521,0.6401784294755521
4,18,1111,40,0;0;18-1;0;18-2;0;18-3;0;18,2,1.0,18,5,0.6432146811123464,0.6432146811123464
4,19,111,40,0;0;18-1;0;18-2;0;18,2,0.0,18,1,0.1305572639274909,0.1305572639274909
4,19,111,40,0;0;18-1;0;18-2;0;18,2,0.0,18,2,-0.010741337722638074,-0.010741337722638074
4,19,111,40,0;0;18-1;0;18-2;0;18,2,0.0,18,3,0.14830384744366482,0.14830384744366482
4,19,111,40,0;0;18-1;0;18-2;0;18,2,0.0,18,4,0.26140587729128506,0.26140587729128506
4,19,111,40,0;0;18-1;0;18-2;0;18,2,0.0,18,5,0.059068507429957215,0.059068507429957215
4,20,11111-10101,40,0;0;10-2;0;10-4;0;10-0;1;10-1;1;10-2;1;10-3;1;10-4;1;10,2,0.0,10,1,1.5613854494158346,1.5613854494158346
4,20,11111-10101,40,0;0;10-2;0;10-4;0;10-0;1;10-1;1;10-2;1;10-3;1;10-4;1;10,2,0.0,10,2,0.48474778585955286,0.48474778585955286
4,20,11111-10101,40,0;0;10-2;0;10-4;0;10-0;1;10-1;1;10-2;1;10-3;1;10-4;1;10,2,0.0,10,3,0.49111018270789103,0.49111018270789103
4,20,11111-10101,40,0;0;10-2;0;10-4;0;10-0;1;10-1;1;10-2;1;10-3;1;10-4;1;10,2,0.0,10,4,0.9105737853075632,0.9105737853075632
4,20,11111-10101,40,0;0;10-2;0;10-4;0;10-0;1;10-1;1;10-2;1;10-3;1;10-4;1;10,2,0.0,10,5,0.5914140506238335,0.5914140506238335
4,21,11111-00101,40,2;0;11-4;0;11-0;1;11-1;1;11-2;1;11-3;1;11-4;1;11,2,0.0,11,1,0.812081451780541,0.812081451780541
4,21,11111-00101,40,2;0;11-4;0;11-0;1;11-1;1;11-2;1;11-3;1;11-4;1;11,2,0.0,11,2,1.3227731617978977,1.3227731617978977
4,21,11111-00101,40,2;0;11-4;0;11-0;1;11-1;1;11-2;1;11-3;1;11-4;1;11,2,0.0,11,3,0.4368472815765092,0.4368472815765092
4,21,11111-00101,40,2;0;11-4;0;11-0;1;11-1;1;11-2;1;11-3;1;11-4;1;11,2,0.0,11,4,0.30558629097906237,0.30558629097906237
4,21,11111-00101,40,2;0;11-4;0;11-0;1;11-1;1;11-2;1;11-3;1;11-4;1;11,2,0.0,11,5,0.18236032758322754,0.18236032758322754
4,22,11111-10001,40,0;0;14-4;0;14-0;1;14-1;1;14-2;1;14-3;1;14-4;1;14,2,0.0,14,1,0.1842073451705062,0.1842073451705062
4,22,11111-10001,40,0;0;14-4;0;14-0;1;14-1;1;14-2;1;14-3;1;14-4;1;14,2,0.0,14,2,0.8505404667577107,0.8505404667577107
4,22,11111-10001,40,0;0;14-4;0;14-0;1;14-1;1;14-2;1;14-3;1;14-4;1;14,2,0.0,14,3,0.7263451209971306,0.7263451209971306
4,22,11111-10001,40,0;0;14-4;0;14-0;1;14-1;1;14-2;1;14-3;1;14-4;1;14,2,0.0,14,4,0.01701730505766571,0.01701730505766571
4,22,11111-10001,40,0;0;14-4;0;14-0;1;14-1;1;14-2;1;14-3;1;14-4;1;14,2,0.0,14,5,0.890182366836443,0.890182366836443
4,23,11111-10100,40,0;0;12-2;0;12-0;1;12-1;1;12-2;1;12-3;1;12-4;1;36,2,0.0,12,1,0.0242768311264586,0.6340728899245308
4,23,11111-10100,40,0;0;12-2;0;12-0;1;12-1;1;12-2;1;12-3;1;12-4;1;36,2,0.0,12,2,1.1298637533728704,0.17165958795524122
4,23,11111-10100,40,0;0;12-2;0;12-0;1;12-1;1;12-2;1;12-3;1;12-4;1;36,2,0.0,12,3,0.8080893498949698,1.2700236161715903
4,23,11111-10100,40,0;0;12-2;0;12-0;1;12-1;1;12-2;1;12-3;1;12-4;1;36,2,0.0,12,4,-0.018016540140256172,0.16591103918110622
4,23,11111-10100,40,0;0;12-2;0;12-0;1;12-1;1;12-2;1;12-3;1;12-4;1;36,2,0.0,12,5,-0.00916908755972989,-0.014574345803294114
4,24,111111-111111-110011-110011,40,0;0;25-1;0;24-4;0;25-5;0;27-0;1;25-1;1;24-4;1;25-5;1;24-0;2;24-1;2;24-2;2;27-3;2;25-4;2;25-5;2;24-0;3;25-1;3;24-2;3;25-3;3;25-4;3;25-5;3;28,2,0.35,25,1,0.008024088907228227,1.6437653673622799
4,24,111111-111111-110011-110011,40,0;0;25-1;0;24-4;0;25-5;0;27-0;1;25-1;1;24-4;1;25-5;1;24-0;2;24-1;2;24-2;2;27-3;2;25-4;2;25-5;2;24-0;3;25-1;3;24-2;3;25-3;3;25-4;3;25-5;3;28,2,0.35,25,2,-0.010361107427805855,1.9084029063541705
4,24,111111-111111-110011-110011,40,0;0;25-1;0;24-4;0;25-5;0;27-0;1;25-1;1;24-4;1;25-5;1;24-0;2;24-1;2;24-2;2;27-3;2;25-4;2;25-5;2;24-0;3;25-1;3;24-2;3;25-3;3;25-4;3;25-5;3;28,2,0.35,25,3,-0.021733576967762156,2.712677567130607
4,24,111111-111111-110011-110011,40,0;0;25-1;0;24-4;0;25-5;0;27-0;1;25-1;1;24-4;1;25-5;1;24-0;2;24-1;2;24-2;2;27-3;2;25-4;2;25-5;2;24-0;3;25-1;3;24-2;3;25-3;3;25-4;3;25-5;3;28,2,0.35,25,4,-0.0345615067111845,2.202819212251818
4,24,111111-111111-110011-110011,40,0;0;25-1;0;24-4;0;25-5;0;27-0;1;25-1;1;24-4;1;25-5;1;24-0;2;24-1;2;24-2;2;27-3;2;25-4;2;25-5;2;24-0;3;25-1;3;24-2;3;25-3;3;25-4;3;25-5;3;28,2,0.35,25,5,0.11071181290989981,2.3476165451302933
4,25,011111-111111-110011-110011,40,0;0;25-1;0;27-4;0;25-5;0;27-0;1;25-1;1;24-4;1;25-5;1;24-0;2;25-1;2;25-2;2;27-3;2;25-4;2;25-5;2;24-1;3;25-2;3;25-3;3;25-4;3;25-5;3;28,2,0.631578947368421,25,1,0.2080306219555281,1.7122133416296341
4,25,011111-111111-110011-110011,40,0;0;25-1;0;27-4;0;25-5;0;27-0;1;25-1;1;24-4;1;25-5;1;24-0;2;25-1;2;25-2;2;27-3;2;25-4;2;25-5;2;24-1;3;25-2;3;25-3;3;25-4;3;25-5;3;28,2,0.631578947368421,25,2,-0.02068220306464111,2.057926796539591
4,25,011111-111111-110011-110011,40,0;0;25-1;0;27-4;0;25-5;0;27-0;1;25-1;1;24-4;1;25-5;1;24-0;2;25-1;2;25-2;2;27-3;2;25-4;2;25-5;2;24-1;3;25-2;3;25-3;3;25-4;3;25-5;3;28,2,0.631578947368421,25,3,0.10959554355827149,0.9710395943176855
4,25,011111-111111-110011-110011,40,0;0;25-1;0;27-4;0;25-5;0;27-0;1;25-1;1;24-4;1;25-5;1;24-0;2;25-1;2;25-2;2;27-3;2;25-4;2;25-5;2;24-1;3;25-2;3;25-3;3;25-4;3;25-5;3;28,2,0.631578947368421,25,4,0.04430512920411329,2.57550230390787
4,25,011111-111111-110011-110011,40,0;0;25-1;0;27-4;0;25-5;0;27-0;1;25-1;1;24-4;1;25-5;1;24-0;2;25-1;2;25-2;2;27-3;2;25-4;2;25-5;2;24-1;3;25-2;3;25-3;3;25-4;3;25-5;3;28,2,0.631578947368421,25,5,0.18074812746974847,2.43492164310885
4,26,111110-111111-110011-110011,40,0;0;26-1;0;26-4;0;26-5;0;26-0;1;26-1;1;26-4;1;26-5;1;26-0;2;26-1;2;28-2;2;26-3;2;26-4;2;26-5;2;26-0;3;26-1;3;26-2;3;28-3;3;26-4;3;26,2,0.8947368421052632,26,1,1.0752586050518858,2.439742018182383
4,26,111110-111111-110011-110011,40,0;0;26-1;0;26-4;0;26-5;0;26-0;1;26-1;1;26-4;1;26-5;1;26-0;2;26-1;2;28-2;2;26-3;2;26-4;2;26-5;2;26-0;3;26-1;3;26-2;3;28-3;3;26-4;3;26,2,0.8947368421052632,26,2,1.1378752352233406,1.9649475872264908
4,26,111110-111111-110011-110011,40,0;0;26-1;0;26-4;0;26-5;0;26-0;1;26-1;1;26-4;1;26-5;1;26-0;2;26-1;2;28-2;2;26-3;2;26-4;2;26-5;2;26-0;3;26-1;3;26-2;3;28-3;3;26-4;3;26,2,0.8947368421052632,26,3,1.0772865104824236,1.982506619871348
4,26,111110-111111-110011-110011,40,0;0;26-1;0;26-4;0;26-5;0;26-0;1;26-1;1;26-4;1;26-5;1;26-0;2;26-1;2;28-2;2;26-3;2;26-4;2;26-5;2;26-0;3;26-1;3;26-2;3;28-3;3;26-4;3;26,2,0.8947368421052632,26,4,0.20519249452256894,2.0165168638589153
4,26,111110-111111-110011-110011,40,0;0;26-1;0;26-4;0;26-5;0;26-0;1;26-1;1;26-4;1;26-5;1;26-0;2;26-1;2;28-2;2;26-3;2;26-4;2;26-5;2;26-0;3;26-1;3;26-2;3;28-3;3;26-4;3;26,2,0.8947368421052632,26,5,0.4055452193021426,2.5274586970273094
4,27,111111-111111-110011-100011,40,0;0;27-4;0;25-5;0;27-0;1;25-1;1;24-4;1;25-5;1;24-0;2;24-1;2;24-2;2;27-3;2;25-4;2;25-5;2;24-0;3;25-1;3;24-2;3;25-3;3;25-4;3;25-5;3;28,2,0.1578947368421052,25,1,0.04990115127706502,-0.03196941667417374
4,27,111111-111111-110011-100011,40,0;0;27-4;0;25-5;0;27-0;1;25-1;1;24-4;1;25-5;1;24-0;2;24-1;2;24-2;2;27-3;2;25-4;2;25-5;2;24-0;3;25-1;3;24-2;3;25-3;3;25-4;3;25-5;3;28,2,0.1578947368421052,25,2,0.03567166114821404,1.2612895585244952
4,27,111111-111111-110011-100011,40,0;0;27-4;0;25-5;0;27-0;1;25-1;1;24-4;1;25-5;1;24-0;2;24-1;2;24-2;2;27-3;2;25-4;2;25-5;2;24-0;3;25-1;3;24-2;3;25-3;3;25-4;3;25-5;3;28,2,0.1578947368421052,25,3,0.07528772766287178,1.1924687842472372
4,27,111111-111111-110011-100011,40,0;0;27-4;0;25-5;0;27-0;1;25-1;1;24-4;1;25-5;1;24-0;2;24-1;2;24-2;2;27-3;2;25-4;2;25-5;2;24-0;3;25-1;3;24-2;3;25-3;3;25-4;3;25-5;3;28,2,0.1578947368421052,25,4,-0.020993470273325165,1.2883294167911123
4,27,111111-111111-110011-100011,40,0;0;27-4;0;25-5;0;27-0;1;25-1;1;24-4;1;25-5;1;24-0;2;24-1;2;24-2;2;27-3;2;25-4;2;25-5;2;24-0;3;25-1;3;24-2;3;25-3;3;25-4;3;25-5;3;28,2,0.1578947368421052,25,5,0.20640844223072677,0.22697713477934456
4,28,111111-111111-110011-110001,40,0;0;28-1;0;28-5;0;28-0;1;28-1;1;28-4;1;28-5;1;28-0;2;28-1;2;28-2;2;28-3;2;28-4;2;28-5;2;28-0;3;28-1;3;28-2;3;28-3;3;28-4;3;28-5;3;28,2,1.0,28,1,1.4570519794905041,1.4570519794905041
4,28,111111-111111-110011-110001,40,0;0;28-1;0;28-5;0;28-0;1;28-1;1;28-4;1;28-5;1;28-0;2;28-1;2;28-2;2;28-3;2;28-4;2;28-5;2;28-0;3;28-1;3;28-2;3;28-3;3;28-4;3;28-5;3;28,2,1.0,28,2,1.958113486018674,1.958113486018674
4,28,111111-111111-110011-110001,40,0;0;28-1;0;28-5;0;28-0;1;28-1;1;28-4;1;28-5;1;28-0;2;28-1;2;28-2;2;28-3;2;28-4;2;28-5;2;28-0;3;28-1;3;28-2;3;28-3;3;28-4;3;28-5;3;28,2,1.0,28,3,3.152146691380811,3.152146691380811
4,28,111111-111111-110011-110001,40,0;0;28-1;0;28-5;0;28-0;1;28-1;1;28-4;1;28-5;1;28-0;2;28-1;2;28-2;2;28-3;2;28-4;2;28-5;2;28-0;3;28-1;3;28-2;3;28-3;3;28-4;3;28-5;3;28,2,1.0,28,4,2.206822658482583,2.206822658482583
4,28,111111-111111-110011-110001,40,0;0;28-1;0;28-5;0;28-0;1;28-1;1;28-4;1;28-5;1;28-0;2;28-1;2;28-2;2;28-3;2;28-4;2;28-5;2;28-0;3;28-1;3;28-2;3;28-3;3;28-4;3;28-5;3;28,2,1.0,28,5,1.863105659857439,1.863105659857439
4,29,11111111-11111111-11111111,40,0;0;29-1;0;29-2;0;29-3;0;29-4;0;29-5;0;29-6;0;29-7;0;29-0;1;29-1;1;29-2;1;29-3;1;29-4;1;29-5;1;29-6;1;29-7;1;29-0;2;29-1;2;29-2;2;29-3;2;29-4;2;29-5;2;29-6;2;29-7;2;29,2,1.0,29,1,1.4146543318878568,1.4146543318878568
4,29,11111111-11111111-11111111,40,0;0;29-1;0;29-2;0;29-3;0;29-4;0;29-5;0;29-6;0;29-7;0;29-0;1;29-1;1;29-2;1;29-3;1;29-4;1;29-5;1;29-6;1;29-7;1;29-0;2;29-1;2;29-2;2;29-3;2;29-4;2;29-5;2;29-6;2;29-7;2;29,2,1.0,29,2,0.6766259200293361,0.6766259200293361
4,29,11111111-11111111-11111111,40,0;0;29-1;0;29-2;0;29-3;0;29-4;0;29-5;0;29-6;0;29-7;0;29-0;1;29-1;1;29-2;1;29-3;1;29-4;1;29-5;1;29-6;1;29-7;1;29-0;2;29-1;2;29-2;2;29-3;2;29-4;2;29-5;2;29-6;2;29-7;2;29,2,1.0,29,3,0.8477767929581538,0.8477767929581538
4,29,11111111-11111111-11111111,40,0;0;29-1;0;29-2;0;29-3;0;29-4;0;29-5;0;29-6;0;29-7;0;29-0;1;29-1;1;29-2;1;29-3;1;29-4;1;29-5;1;29-6;1;29-7;1;29-0;2;29-1;2;29-2;2;29-3;2;29-4;2;29-5;2;29-6;2;29-7;2;29,2,1.0,29,4,1.3799920953636262,1.3799920953636262
4,29,11111111-11111111-11111111,40,0;0;29-1;0;29-2;0;29-3;0;29-4;0;29-5;0;29-6;0;29-7;0;29-0;1;29-1;1;29-2;1;29-3;1;29-4;1;29-5;1;29-6;1;29-7;1;29-0;2;29-1;2;29-2;2;29-3;2;29-4;2;29-5;2;29-6;2;29-7;2;29,2,1.0,29,5,1.2999084505112688,1.2999084505112688
4,30,01111111-11111111-11111111,40,0;0;29-1;0;29-2;0;29-3;0;29-4;0;29-5;0;29-6;0;29-7;0;29-0;1;29-1;1;29-2;1;29-3;1;29-4;1;29-5;1;29-6;1;29-7;1;29-1;2;29-2;2;29-3;2;29-4;2;29-5;2;29-6;2;29-7;2;29,2,0.0,29,1,1.302265195097613,1.302265195097613
4,30,01111111-11111111-11111111,40,0;0;29-1;0;29-2;0;29-3;0;29-4;0;29-5;0;29-6;0;29-7;0;29-0;1;29-1;1;29-2;1;29-3;1;29-4;1;29-5;1;29-6;1;29-7;1;29-1;2;29-2;2;29-3;2;29-4;2;29-5;2;29-6;2;29-7;2;29,2,0.0,29,2,0.6083049944350888,0.6083049944350888
